User ID,Name,Email Address,Username,Date of Birth,Gender,Location,Membership Start Date,Membership End Date,Subscription Plan,Payment Information,Renewal Status,Usage Frequency,Purchase History,Favorite Genres,Devices Used,Engagement Metrics,Feedback/Ratings,Customer Support Interactions
672,Brent Bailey,kerri46@example.net,kerri46,17-02-2002,Male,Lake Kelly,17-03-2024,17-03-2025,Monthly,Amex,Manual,Occasional,Books,Comedy,Smart TV,Medium,4.6,5
673,Oscar Wright,rhodesdan@example.org,rhodesdan,17-07-1983,Female,Rodriguezstad,14-01-2024,13-01-2025,Monthly,Mastercard,Manual,Regular,Electronics,Drama,Tablet,High,4.4,4
674,Ms. Linda Walter DDS,james70@example.com,james70,12-11-1957,Female,Alexandrachester,26-03-2024,26-03-2025,Monthly,Visa,Manual,Regular,Books,Drama,Smart TV,Medium,3.5,9
675,Bill Marquez,debra16@example.com,debra16,03-08-1962,Female,South Stephanie,08-02-2024,07-02-2025,Monthly,Amex,Manual,Regular,Clothing,Documentary,Smartphone,High,4.8,4
676,Peter Francis,lbradford@example.net,lbradford,28-06-1937,Female,Vargasberg,27-01-2024,26-01-2025,Annual,Amex,Manual,Frequent,Electronics,Horror,Smart TV,High,4.9,8
677,Dylan Woods,ramosbrittany@example.org,ramosbrittany,14-01-1959,Female,South Donaldview,19-03-2024,19-03-2025,Annual,Amex,Auto-renew,Frequent,Books,Drama,Tablet,High,4.4,2
678,Kathleen Bauer,pricejulia@example.com,pricejulia,14-09-1998,Male,Port Seanmouth,05-01-2024,04-01-2025,Monthly,Mastercard,Auto-renew,Regular,Electronics,Horror,Smart TV,High,4.9,4
679,Robert Roberson,tylerhammond@example.net,tylerhammond,18-10-1961,Female,South Moniqueburgh,15-02-2024,14-02-2025,Annual,Visa,Manual,Occasional,Electronics,Horror,Smart TV,Low,3.4,4
680,Faith Griffin,laceydavis@example.net,laceydavis,18-04-1991,Male,Rickytown,10-03-2024,10-03-2025,Annual,Mastercard,Manual,Occasional,Books,Drama,Smartphone,Medium,4.9,10
681,Daniel Lopez,anthonyarmstrong@example.net,anthonyarmstrong,24-01-1988,Male,Freemanstad,14-03-2024,14-03-2025,Monthly,Visa,Auto-renew,Frequent,Clothing,Sci-Fi,Smartphone,Low,4.1,6
682,Sylvia Butler,mitchellheidi@example.net,mitchellheidi,24-09-1988,Female,Greenberg,06-02-2024,05-02-2025,Monthly,Visa,Manual,Regular,Clothing,Horror,Smartphone,Low,4.3,3
683,Kevin Dominguez,mileseric@example.com,mileseric,28-07-1994,Female,Davisberg,22-01-2024,21-01-2025,Monthly,Mastercard,Auto-renew,Occasional,Books,Action,Smart TV,Medium,4.4,0
684,Jonathan Lucero,ubrown@example.org,ubrown,17-07-1954,Male,Loriborough,19-01-2024,18-01-2025,Annual,Amex,Auto-renew,Occasional,Clothing,Comedy,Smartphone,High,4.2,8
685,Lori Howe,smoran@example.org,smoran,15-05-1952,Male,Lake Donald,16-01-2024,15-01-2025,Annual,Visa,Manual,Regular,Books,Action,Tablet,High,4.6,3
686,James Ryan,davisjeffery@example.com,davisjeffery,15-11-1985,Male,Brandonmouth,24-01-2024,23-01-2025,Monthly,Amex,Auto-renew,Frequent,Clothing,Drama,Tablet,Low,3.5,4
687,Catherine Fry,hcook@example.com,hcook,15-01-1934,Male,Angelatown,16-02-2024,15-02-2025,Monthly,Mastercard,Manual,Frequent,Clothing,Horror,Smart TV,Low,4.8,3
688,Mark Griffin,adrian56@example.net,adrian56,12-05-2000,Male,Cruzton,31-03-2024,31-03-2025,Annual,Amex,Auto-renew,Regular,Clothing,Action,Smart TV,Low,3.7,4
689,Maria Johnson,victoria08@example.org,victoria08,18-12-1980,Female,Aprilview,26-02-2024,25-02-2025,Monthly,Mastercard,Manual,Frequent,Clothing,Drama,Smart TV,High,3.3,7
690,Bradley Holmes,cwashington@example.net,cwashington,30-03-1953,Male,Richardview,01-04-2024,01-04-2025,Annual,Visa,Manual,Frequent,Books,Action,Tablet,Low,3,2
691,Alexandra Horton,daleruiz@example.com,daleruiz,26-08-1961,Male,Lake Melaniestad,01-03-2024,01-03-2025,Annual,Amex,Manual,Frequent,Electronics,Documentary,Smart TV,Medium,3.9,0
692,Jose Boyd,amanda22@example.com,amanda22,21-10-1936,Male,South Rebecca,03-01-2024,02-01-2025,Annual,Amex,Manual,Frequent,Books,Documentary,Tablet,High,4.9,4
693,Brianna Fletcher,robertwinters@example.org,robertwinters,13-09-1976,Male,Lindaville,20-01-2024,19-01-2025,Annual,Amex,Auto-renew,Occasional,Books,Sci-Fi,Smart TV,Low,4.6,0
694,Jose Jensen,jacob63@example.org,jacob63,16-06-1983,Female,Lake Tiffanyberg,26-03-2024,26-03-2025,Monthly,Visa,Auto-renew,Regular,Books,Documentary,Tablet,Low,3.9,0
695,Stephanie White,nicolepugh@example.com,nicolepugh,12-01-1978,Female,North Angela,26-02-2024,25-02-2025,Annual,Amex,Auto-renew,Frequent,Electronics,Romance,Tablet,Low,4.2,1
696,Richard Villanueva DDS,austinrandy@example.com,austinrandy,22-06-1968,Female,Micheleberg,20-03-2024,20-03-2025,Annual,Amex,Auto-renew,Occasional,Electronics,Drama,Smart TV,High,4.5,10
697,Anna Monroe,dcraig@example.com,dcraig,06-08-1958,Male,Port Sandraborough,06-01-2024,05-01-2025,Annual,Mastercard,Manual,Frequent,Books,Sci-Fi,Smartphone,Medium,4.9,5
698,Mary Phillips,joseph59@example.org,joseph59,16-09-1938,Female,Martinburgh,12-02-2024,11-02-2025,Annual,Amex,Manual,Occasional,Electronics,Comedy,Smartphone,High,3.7,0
699,Matthew Roman,suarezamanda@example.org,suarezamanda,27-02-2000,Female,Lake Keith,26-01-2024,25-01-2025,Monthly,Mastercard,Auto-renew,Frequent,Clothing,Horror,Smartphone,High,3.9,10
700,Andrew Santos,vanessacarlson@example.com,vanessacarlson,14-07-1960,Female,South Jenniferview,05-01-2024,04-01-2025,Annual,Mastercard,Manual,Occasional,Books,Comedy,Tablet,High,4.3,3
701,Hannah Murphy,kyleriley@example.org,kyleriley,20-04-1983,Female,Lake Edward,03-03-2024,03-03-2025,Monthly,Amex,Manual,Frequent,Clothing,Documentary,Smartphone,Low,3.5,1
702,Paul Graham,amyalexander@example.net,amyalexander,17-12-1977,Male,North Kristenberg,01-04-2024,01-04-2025,Monthly,Amex,Manual,Regular,Books,Documentary,Smart TV,Medium,3.6,2
703,Laurie Hansen,mortonlori@example.com,mortonlori,22-09-1972,Male,East Jonathanhaven,21-01-2024,20-01-2025,Annual,Amex,Auto-renew,Regular,Books,Documentary,Tablet,Low,3.9,6
704,Eric Benitez,elliottbrendan@example.net,elliottbrendan,05-12-1952,Male,West Antonioburgh,22-01-2024,21-01-2025,Annual,Mastercard,Manual,Regular,Books,Romance,Smart TV,Medium,3.4,6
705,Daniel Smith,smalldaniel@example.org,smalldaniel,14-02-1969,Male,New Robert,28-03-2024,28-03-2025,Annual,Amex,Manual,Occasional,Books,Sci-Fi,Tablet,Medium,3.6,3
706,Michael Johnson,lrogers@example.org,lrogers,03-07-1996,Male,Andreastad,17-02-2024,16-02-2025,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Documentary,Smartphone,Medium,4.6,5
707,Tracy Sanders,gabrielle62@example.com,gabrielle62,06-02-1990,Female,North Jonathan,14-02-2024,13-02-2025,Monthly,Amex,Auto-renew,Occasional,Electronics,Action,Tablet,Low,3.2,0
708,Kendra Mitchell,brenda80@example.com,brenda80,02-09-1934,Female,Port Michaeltown,06-02-2024,05-02-2025,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Horror,Smartphone,High,3.9,8
709,Alexander Mckinney,brittanyjackson@example.org,brittanyjackson,23-02-1945,Female,West Matthew,09-02-2024,08-02-2025,Monthly,Mastercard,Manual,Occasional,Books,Comedy,Smartphone,High,3.9,0
710,Lisa Stark,ahammond@example.net,ahammond,01-11-1937,Male,Lake Amandaton,29-03-2024,29-03-2025,Monthly,Amex,Auto-renew,Occasional,Electronics,Romance,Smart TV,Medium,4,0
711,Alexandria Gonzales,rjohnson@example.net,rjohnson,03-06-1943,Male,Harrismouth,13-03-2024,13-03-2025,Monthly,Mastercard,Manual,Regular,Clothing,Comedy,Smartphone,High,3,3
712,Jessica Travis,silvarobert@example.net,silvarobert,27-03-1968,Female,Walterchester,18-01-2024,17-01-2025,Annual,Visa,Manual,Occasional,Clothing,Horror,Smartphone,High,3.7,8
713,Robert Kelly,ramosamanda@example.org,ramosamanda,27-12-1947,Male,South Patricia,02-03-2024,02-03-2025,Annual,Visa,Auto-renew,Occasional,Books,Comedy,Tablet,Medium,5,5
714,Susan Johnson,qprice@example.com,qprice,25-07-1986,Male,Lake Tiffany,25-03-2024,25-03-2025,Annual,Visa,Auto-renew,Regular,Clothing,Comedy,Smartphone,Medium,3.3,7
715,Andrew Hill,jasminelopez@example.org,jasminelopez,26-11-1955,Male,Zacharychester,22-01-2024,21-01-2025,Monthly,Visa,Auto-renew,Frequent,Clothing,Romance,Smartphone,High,4.8,7
716,Kathryn Carpenter,davidwise@example.net,davidwise,11-12-1987,Female,Meyerburgh,28-01-2024,27-01-2025,Monthly,Visa,Manual,Occasional,Electronics,Documentary,Smart TV,High,4.4,8
717,Kimberly Lopez,patrickconrad@example.com,patrickconrad,16-08-1974,Male,New Carolborough,26-02-2024,25-02-2025,Monthly,Visa,Manual,Occasional,Electronics,Documentary,Smartphone,High,4.5,9
718,Mr. David Silva,veronica52@example.org,veronica52,22-06-1961,Female,West Taylorhaven,12-04-2024,12-04-2025,Annual,Mastercard,Manual,Frequent,Electronics,Horror,Smart TV,High,4.4,3
719,Christopher Pitts,danny75@example.com,danny75,08-01-1980,Female,New Phillip,11-04-2024,11-04-2025,Annual,Mastercard,Auto-renew,Occasional,Electronics,Romance,Tablet,Medium,3.9,2
720,Felicia Ortega,oliviabrown@example.com,oliviabrown,21-06-1972,Female,Danaland,28-01-2024,27-01-2025,Annual,Mastercard,Auto-renew,Occasional,Electronics,Horror,Smart TV,Low,5,5
721,Logan Benson,peter03@example.org,peter03,03-09-1972,Female,Tinamouth,24-01-2024,23-01-2025,Annual,Mastercard,Manual,Occasional,Clothing,Action,Smart TV,High,3.5,0
722,Cheryl Lam,gcastro@example.com,gcastro,28-12-1951,Female,North Sarah,25-03-2024,25-03-2025,Annual,Amex,Auto-renew,Occasional,Electronics,Romance,Smart TV,Medium,4.1,6
723,Donald Crawford,nsanchez@example.org,nsanchez,17-05-1952,Female,Powellmouth,19-01-2024,18-01-2025,Monthly,Amex,Auto-renew,Occasional,Clothing,Sci-Fi,Smartphone,Low,4.4,10
724,Latoya Barrett,natashavargas@example.org,natashavargas,26-01-1979,Male,Haynesborough,24-02-2024,23-02-2025,Annual,Amex,Auto-renew,Frequent,Electronics,Horror,Smartphone,Low,4,4
725,Laura Howard,willie28@example.com,willie28,24-02-1975,Female,Port Josephside,16-02-2024,15-02-2025,Annual,Amex,Manual,Frequent,Clothing,Romance,Tablet,High,3.9,10
726,Matthew Miller,chadtran@example.com,chadtran,10-07-1977,Female,South Russellshire,04-04-2024,04-04-2025,Annual,Visa,Auto-renew,Frequent,Electronics,Horror,Smart TV,High,4.3,8
727,Mark Copeland,tramos@example.org,tramos,10-07-1969,Female,East Christina,31-01-2024,30-01-2025,Annual,Amex,Auto-renew,Regular,Clothing,Comedy,Tablet,Low,3.8,5
728,Donna Phillips,sanderson@example.org,sanderson,24-05-1989,Female,Floresview,30-03-2024,30-03-2025,Monthly,Mastercard,Auto-renew,Regular,Books,Romance,Tablet,High,3.8,7
729,Nancy Brown,archerjoshua@example.com,archerjoshua,06-04-1948,Male,Waynefort,02-01-2024,01-01-2025,Annual,Amex,Auto-renew,Frequent,Clothing,Action,Smart TV,Medium,3.8,9
730,Deborah Owens,smithdouglas@example.net,smithdouglas,24-12-1971,Male,Williamsfort,01-01-2024,31-12-2024,Annual,Amex,Auto-renew,Frequent,Books,Sci-Fi,Smart TV,Low,3.2,3
731,Julian Smith,heidi88@example.net,heidi88,15-04-1986,Male,Reedland,16-02-2024,15-02-2025,Annual,Mastercard,Manual,Occasional,Books,Comedy,Tablet,High,3.8,6
732,Manuel Ortiz,rioskimberly@example.net,rioskimberly,30-06-1944,Male,Port Kevin,22-02-2024,21-02-2025,Monthly,Mastercard,Manual,Regular,Electronics,Action,Tablet,Medium,3.1,9
733,Shawn Ray,xcraig@example.net,xcraig,25-09-2002,Male,Lake Antoniomouth,14-01-2024,13-01-2025,Annual,Mastercard,Manual,Regular,Electronics,Comedy,Tablet,High,3.8,6
734,Vicki Bray,jasminematthews@example.net,jasminematthews,28-02-1979,Male,Alishaburgh,03-01-2024,02-01-2025,Monthly,Visa,Auto-renew,Frequent,Electronics,Comedy,Tablet,High,3.1,4
735,Jacob Hudson,lewischristine@example.org,lewischristine,17-06-1971,Female,Wendymouth,22-02-2024,21-02-2025,Annual,Amex,Manual,Frequent,Electronics,Drama,Smartphone,Low,3.4,9
736,Melissa Brown,mariaking@example.com,mariaking,28-10-1962,Male,South Sandrachester,07-01-2024,06-01-2025,Monthly,Visa,Auto-renew,Regular,Electronics,Horror,Tablet,High,4.4,1
737,Nathan Martinez,jameshernandez@example.com,jameshernandez,14-06-2005,Male,East Emilyton,03-03-2024,03-03-2025,Annual,Visa,Auto-renew,Occasional,Books,Sci-Fi,Smartphone,Low,4.8,4
738,Nathan Perry,abutler@example.net,abutler,17-12-1979,Female,West Victoria,23-03-2024,23-03-2025,Monthly,Mastercard,Auto-renew,Regular,Electronics,Horror,Smart TV,High,3.6,9
739,Amanda Herrera,lynnrichardson@example.org,lynnrichardson,18-02-1935,Male,East Francisco,12-04-2024,12-04-2025,Annual,Mastercard,Auto-renew,Frequent,Electronics,Action,Smartphone,Low,4.7,3
740,Joseph Booth,amandaatkins@example.org,amandaatkins,13-02-1951,Male,Kevinview,19-02-2024,18-02-2025,Annual,Mastercard,Manual,Regular,Clothing,Action,Smartphone,Low,3.9,5
741,John Davis,esmith@example.com,esmith,12-04-1967,Female,Lake Jamiebury,07-04-2024,07-04-2025,Annual,Mastercard,Auto-renew,Regular,Electronics,Drama,Smartphone,Medium,3.4,0
742,Kristine Anderson,usmith@example.com,usmith,23-05-1942,Male,East Tammy,14-02-2024,13-02-2025,Annual,Mastercard,Auto-renew,Frequent,Clothing,Comedy,Smartphone,High,3.1,10
743,Joseph Webster,danielsims@example.org,danielsims,07-02-1947,Male,Willisfort,22-03-2024,22-03-2025,Annual,Visa,Manual,Occasional,Electronics,Horror,Smart TV,Medium,3.6,9
744,Eric Whitney,sgreen@example.com,sgreen,14-07-1973,Male,Valentinefurt,04-01-2024,03-01-2025,Annual,Amex,Auto-renew,Frequent,Electronics,Action,Smart TV,Medium,4.8,7
745,Paul Fernandez,patkinson@example.org,patkinson,13-07-1989,Male,Reyesshire,10-03-2024,10-03-2025,Annual,Amex,Manual,Frequent,Clothing,Horror,Smart TV,High,4.2,5
746,Cristina Mcmillan,sharon91@example.org,sharon91,16-05-1992,Male,New Matthew,15-02-2024,14-02-2025,Annual,Amex,Manual,Occasional,Clothing,Sci-Fi,Smartphone,High,3.8,6
747,Ashley Thomas,nguyenpaula@example.org,nguyenpaula,23-11-1964,Male,South Raymondville,22-02-2024,21-02-2025,Monthly,Visa,Manual,Frequent,Books,Sci-Fi,Smartphone,High,4.9,2
748,Laura James,bryanjones@example.com,bryanjones,15-02-1991,Male,Karatown,03-03-2024,03-03-2025,Annual,Mastercard,Manual,Regular,Electronics,Action,Smartphone,High,3.8,1
749,Sonia Hensley,dgarcia@example.net,dgarcia,29-09-1947,Female,Alexanderchester,25-02-2024,24-02-2025,Monthly,Mastercard,Manual,Regular,Books,Documentary,Smartphone,Low,4.8,5
750,Curtis Ray,thomas53@example.net,thomas53,29-04-1965,Female,Travisport,31-03-2024,31-03-2025,Monthly,Amex,Manual,Regular,Books,Drama,Smartphone,Low,4.5,0
751,Hannah Bolton,njohnson@example.org,njohnson,14-09-1935,Female,New Carolborough,01-01-2024,31-12-2024,Annual,Visa,Auto-renew,Occasional,Books,Sci-Fi,Tablet,High,3.8,3
752,Curtis Anderson,goldenrachel@example.net,goldenrachel,11-02-1947,Female,Burkechester,07-01-2024,06-01-2025,Monthly,Amex,Manual,Regular,Books,Romance,Smartphone,Medium,4.8,4
753,Luis Wells,shanesmith@example.org,shanesmith,10-02-1935,Female,Port Robertbury,28-02-2024,27-02-2025,Monthly,Amex,Manual,Occasional,Books,Sci-Fi,Smartphone,Medium,4,8
754,Carmen Allen,tfloyd@example.org,tfloyd,30-12-2003,Male,Collinsfurt,28-01-2024,27-01-2025,Annual,Visa,Manual,Occasional,Electronics,Documentary,Smartphone,Low,3.8,9
755,Sherry Anderson,jameswagner@example.net,jameswagner,27-10-1973,Female,West Carolmouth,23-03-2024,23-03-2025,Annual,Visa,Manual,Regular,Books,Comedy,Tablet,Low,4,6
756,Matthew Mcclure,jknight@example.net,jknight,07-11-2000,Male,Jonesfort,16-03-2024,16-03-2025,Annual,Amex,Auto-renew,Regular,Books,Drama,Smart TV,Low,4.1,5
757,James Fry,robertkim@example.org,robertkim,02-05-1994,Male,Donovantown,14-04-2024,14-04-2025,Annual,Visa,Manual,Regular,Clothing,Romance,Smartphone,Low,4.6,0
758,Jerry Johnson,anthonymeza@example.org,anthonymeza,13-06-1951,Male,Kristaton,18-03-2024,18-03-2025,Annual,Mastercard,Manual,Frequent,Books,Drama,Tablet,High,4.8,10
759,Felicia Taylor,cmcdonald@example.net,cmcdonald,15-06-1956,Female,Barbaraport,21-03-2024,21-03-2025,Annual,Visa,Manual,Occasional,Books,Comedy,Smartphone,High,3.8,9
760,Michael Flowers,brandon64@example.com,brandon64,28-01-1976,Male,North Katie,31-01-2024,30-01-2025,Annual,Amex,Auto-renew,Frequent,Books,Drama,Tablet,Medium,3.5,10
761,Patrick Robinson,bakercandace@example.com,bakercandace,14-12-1976,Male,South Omarton,16-02-2024,15-02-2025,Annual,Amex,Auto-renew,Frequent,Clothing,Romance,Tablet,High,4.1,2
762,Cynthia Walker,wilsonnicole@example.net,wilsonnicole,05-11-1936,Female,Mahoneyside,21-03-2024,21-03-2025,Annual,Visa,Auto-renew,Regular,Electronics,Sci-Fi,Tablet,High,3.9,4
763,Katherine Ramirez,bhicks@example.net,bhicks,14-05-1952,Female,Nicoleville,12-01-2024,11-01-2025,Annual,Visa,Auto-renew,Regular,Electronics,Sci-Fi,Smartphone,Medium,3.3,6
764,Amber Baker,kelly66@example.net,kelly66,22-08-1965,Female,North David,01-03-2024,01-03-2025,Annual,Visa,Auto-renew,Regular,Electronics,Documentary,Smartphone,Medium,3.1,6
765,Hannah Rivera,victoriacook@example.net,victoriacook,09-10-1934,Male,Lake Stephanie,14-02-2024,13-02-2025,Annual,Amex,Manual,Regular,Clothing,Comedy,Smart TV,Low,4.4,10
766,John Porter,mallorytrujillo@example.com,mallorytrujillo,11-02-1985,Female,Anitahaven,16-01-2024,15-01-2025,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Action,Tablet,Medium,4.2,8
767,Roy Yu,kellystuart@example.net,kellystuart,21-12-1951,Male,East Aaron,29-01-2024,28-01-2025,Monthly,Amex,Auto-renew,Regular,Books,Comedy,Smartphone,High,3.8,4
768,Virginia Mathis,sarahprince@example.com,sarahprince,09-07-1999,Male,Port Tyler,18-03-2024,18-03-2025,Annual,Visa,Auto-renew,Regular,Books,Action,Tablet,Medium,3.5,8
769,Ricky Dougherty,mathisrichard@example.org,mathisrichard,25-12-1952,Male,Kimberlyfort,25-01-2024,24-01-2025,Monthly,Amex,Auto-renew,Frequent,Books,Documentary,Smartphone,Low,4.8,10
770,Andrea Kennedy,amybarron@example.net,amybarron,04-09-1974,Male,West Jenniferfurt,23-02-2024,22-02-2025,Monthly,Amex,Auto-renew,Frequent,Books,Documentary,Smartphone,Low,3.8,7
771,Heather Wood,adamsstephanie@example.com,adamsstephanie,30-04-1951,Male,Richardsonland,16-01-2024,15-01-2025,Monthly,Visa,Auto-renew,Regular,Electronics,Comedy,Smart TV,Medium,4.8,0
772,Zachary Simon,mlogan@example.org,mlogan,26-05-1979,Male,West Jared,03-02-2024,02-02-2025,Annual,Amex,Auto-renew,Regular,Books,Documentary,Tablet,High,4,4
773,Rachel Wolf,salinasrobert@example.org,salinasrobert,31-03-1997,Female,Port Markland,30-01-2024,29-01-2025,Annual,Mastercard,Manual,Frequent,Clothing,Horror,Smartphone,Low,4.8,0
774,Donald Wilson,reynoldsallison@example.com,reynoldsallison,02-02-2002,Male,New Cherylstad,15-01-2024,14-01-2025,Annual,Visa,Auto-renew,Occasional,Books,Romance,Smartphone,Medium,4.9,1
775,Anthony Parsons,daniel11@example.com,daniel11,01-01-1990,Male,Lake Williamville,27-03-2024,27-03-2025,Annual,Amex,Auto-renew,Regular,Books,Sci-Fi,Smart TV,Low,3.5,2
776,Evan Gillespie,mcneildiane@example.net,mcneildiane,10-04-1968,Male,Holtborough,28-02-2024,27-02-2025,Annual,Amex,Auto-renew,Frequent,Books,Documentary,Tablet,Medium,3.9,7
777,Taylor Goodwin,ypace@example.com,ypace,04-05-1972,Male,North Scottmouth,06-03-2024,06-03-2025,Monthly,Mastercard,Manual,Occasional,Electronics,Horror,Smartphone,Medium,3.1,5
778,Sarah Hart,williamsemily@example.org,williamsemily,12-02-1978,Male,East Brandontown,02-01-2024,01-01-2025,Annual,Amex,Manual,Occasional,Books,Horror,Smartphone,Low,3.2,4
779,Paul Chan,kathleen19@example.org,kathleen19,20-11-2001,Female,Mcconnellland,26-03-2024,26-03-2025,Annual,Mastercard,Auto-renew,Regular,Clothing,Romance,Smart TV,Medium,3.9,9
780,Laurie Freeman,peggy16@example.org,peggy16,30-12-1955,Female,New Jamietown,22-01-2024,21-01-2025,Annual,Visa,Auto-renew,Frequent,Electronics,Horror,Tablet,Low,4.3,10
781,Richard Adams,dtaylor@example.org,dtaylor,31-07-1968,Female,Jordanport,08-01-2024,07-01-2025,Monthly,Amex,Auto-renew,Regular,Books,Drama,Smartphone,High,3.9,4
782,Ana Taylor,jody55@example.net,jody55,15-08-1995,Female,Jessicaberg,23-02-2024,22-02-2025,Monthly,Visa,Manual,Regular,Books,Romance,Smartphone,High,4.5,5
783,Jeffrey Greer,yparsons@example.net,yparsons,11-03-2002,Male,Port Shane,22-01-2024,21-01-2025,Monthly,Visa,Auto-renew,Regular,Electronics,Sci-Fi,Smart TV,Low,3.8,10
784,Nicole Edwards,alfredrhodes@example.com,alfredrhodes,03-06-1935,Female,West Michaeltown,27-02-2024,26-02-2025,Monthly,Mastercard,Auto-renew,Regular,Clothing,Drama,Tablet,High,3.5,1
785,Melissa Bowman,noah52@example.com,noah52,28-11-1963,Male,South Christopher,02-01-2024,01-01-2025,Annual,Amex,Auto-renew,Regular,Electronics,Horror,Tablet,Low,3.1,7
786,Steve Hurst,rgonzales@example.com,rgonzales,27-04-1994,Male,Catherineton,08-02-2024,07-02-2025,Annual,Mastercard,Auto-renew,Regular,Books,Comedy,Smartphone,Medium,3.6,8
787,Roger Webb,zflores@example.com,zflores,12-10-1991,Female,Thomaschester,29-03-2024,29-03-2025,Annual,Visa,Auto-renew,Occasional,Clothing,Drama,Smartphone,High,3.3,8
788,Kelsey Miller,richardmcpherson@example.net,richardmcpherson,24-07-1977,Male,Marytown,25-01-2024,24-01-2025,Annual,Visa,Manual,Occasional,Clothing,Documentary,Smartphone,High,3,3
789,Darlene Edwards,xreed@example.net,xreed,07-09-1941,Female,Deannabury,29-02-2024,28-02-2025,Monthly,Visa,Auto-renew,Regular,Electronics,Romance,Tablet,Low,4.3,10
790,Samantha Wang,cmoreno@example.org,cmoreno,26-03-1997,Male,Wrightchester,18-02-2024,17-02-2025,Annual,Visa,Auto-renew,Regular,Books,Drama,Tablet,High,3.1,7
